C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\center_2021_06_26_09_56_02_853.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\left_2021_06_26_09_56_02_853.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\right_2021_06_26_09_56_02_853.jpg, 0, 0, 0, 7.891157E-05
C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\center_2021_06_26_09_56_02_955.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\left_2021_06_26_09_56_02_955.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\right_2021_06_26_09_56_02_955.jpg, 0, 0, 0, 7.817458E-05
C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\center_2021_06_26_09_56_03_061.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\left_2021_06_26_09_56_03_061.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\right_2021_06_26_09_56_03_061.jpg, 0, 0, 0, 7.813378E-05
C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\center_2021_06_26_09_56_03_168.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\left_2021_06_26_09_56_03_168.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\right_2021_06_26_09_56_03_168.jpg, 0, 0, 0, 7.813385E-05
C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\center_2021_06_26_09_56_03_277.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\left_2021_06_26_09_56_03_277.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\right_2021_06_26_09_56_03_277.jpg, 0, 0, 0, 8.080869E-05
C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\center_2021_06_26_09_56_03_380.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\left_2021_06_26_09_56_03_380.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\right_2021_06_26_09_56_03_380.jpg, 0, 0, 0, 7.869808E-05
C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\center_2021_06_26_09_56_03_484.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\left_2021_06_26_09_56_03_484.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\right_2021_06_26_09_56_03_484.jpg, 0, 0, 0, 8.079251E-05
C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\center_2021_06_26_09_56_03_585.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\left_2021_06_26_09_56_03_585.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\right_2021_06_26_09_56_03_585.jpg, 0, 0, 0, 7.825075E-05
C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\center_2021_06_26_09_56_03_686.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\left_2021_06_26_09_56_03_686.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\right_2021_06_26_09_56_03_686.jpg, 0, 0, 0, 8.399294E-05
C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\center_2021_06_26_09_56_03_796.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\left_2021_06_26_09_56_03_796.jpg, C:\Users\Atharva\Desktop\simulator-windows-64\Default Windows desktop 64-bit_Data\IMG\right_2021_06_26_09_56_03_796.jpg, 0, 0, 0, 8.440178E-05
